,Operating Name,Issued,year,postal,area
88497,MCDONALD'S,05-09-13,2013,M4K1N1,M4K
88498,MCDONALD'S,05-09-13,2013,M1L2K1,M1L
88499,,05-09-13,2013,M4J1M6,M4J
88500,MAY,05-09-13,2013,M6J1V7,M6J
88501,MIRAGE BANQUET AND CONVENTION CENTRE,06-09-13,2013,M9W5S8,M9W
88502,KEBAB PIZZA,06-09-13,2013,M9N1Z8,M9N
88503,NEW BAKERY,06-09-13,2013,M4M1Y2,M4M
88504,PANORAMA,09-09-13,2013,M4W1A5,M4W
88505,COUNTRY STYLE & MR. SUB,09-09-13,2013,M9M2E9,M9M
88506,SOLO SUSHI BEKKAN,09-09-13,2013,M4Y1A9,M4Y
88507,MANCHU WOK,09-09-13,2013,M5V3C7,M5V
88508,DAVIDS TEA,10-09-13,2013,M6R2M3,M6R
88509,PHO U,10-09-13,2013,M5A2Z7,M5A
88510,PANINI PIT,10-09-13,2013,M9W5S5,M9W
88511,GOBO SUSHI,10-09-13,2013,M6H1A2,M6H
88512,CAPI'S GOURMET PIZZA & RESTAURANT,10-09-13,2013,M8X1Y3,M8X
88513,FAT BASTARD BURRITO CO,11-09-13,2013,M1L4P4,M1L
88514,LITTLE CHINA HOUSE,11-09-13,2013,M3K1N7,M3K
88515,JOE BADALI'S PIAZZA ON FRONT,11-09-13,2013,M5J2L6,M5J
88516,COFFEE TIME DONUTS INC,11-09-13,2013,M1H1A6,M1H
88517,,11-09-13,2013,M1T3J4,M1T
88518,MCDONALD'S RESTAURANT,11-09-13,2013,M4M3G6,M4M
88519,HUATAI RESTAURANT,11-09-13,2013,M6N3S3,M6N
88520,TIM HORTONS,12-09-13,2013,M9N2R2,M9N
88521,THE WHIPPOORWILL,12-09-13,2013,M6H1N7,M6H
88522,SUBWAY,12-09-13,2013,M6M1L3,M6M
88523,YOGOBERRI BAKERY CAFE,12-09-13,2013,M2M3W6,M2M
88524,PIZZA PIZZA,12-09-13,2013,M6L1A4,M6L
88525,SANG'S GREAT FOOD,12-09-13,2013,M5T2G3,M5T
88526,HUNTERS LANDING,12-09-13,2013,M5V4A6,M5V
88527,SUSHI 2 GO,12-09-13,2013,M6S1P5,M6S
88528,SKY DRAGON CHINESE RESTAURANT,12-09-13,2013,M5T3A5,M5T
88529,MAY'S DELI,13-09-13,2013,M5H3M7,M5H
88530,SUNRISE CARIBBEAN RESTAURANT,13-09-13,2013,M3L1B2,M3L
88531,DELYSEES LTD,13-09-13,2013,M5V1N6,M5V
88532,MUCHO BURRITO FRESH MEXICAN GRILL,13-09-13,2013,M5V1Z4,M5V
88533,EXTENDED F'AMELIA,13-09-13,2013,M4X1E1,M4X
88534,SHAHI MAHAL,13-09-13,2013,M9W6N5,M9W
88535,POUR BOY,13-09-13,2013,M6G2W4,M6G
88536,LIPSTICK & DYNAMITE PUBS,16-09-13,2013,M6J1H1,M6J
88537,COFFEE TIME DONUTS,16-09-13,2013,M3J2P6,M3J
88538,PHO ASIA 39,16-09-13,2013,M6M4S3,M6M
88539,WINDUP BIRD,16-09-13,2013,M5T1S7,M5T
88540,CAFE 513,16-09-13,2013,M6B3J3,M6B
88541,SUBWAY #54812,16-09-13,2013,M8X1C1,M8X
88542,SUPREME PIZZA,16-09-13,2013,M1S2C1,M1S
88543,HIBISCUS,17-09-13,2013,M5T2L7,M5T
88544,SUBWAY,17-09-13,2013,M5V2A5,M5V
88545,AWASH CAFE,17-09-13,2013,M4J1M6,M4J
88546,ZEMEN SPORTS BAR AND CAFE,18-09-13,2013,M6G1M2,M6G
88547,SUBWAY,18-09-13,2013,M4M2S1,M4M
88548,KING'S DINER,01-10-13,2013,M4E1S5,M4E
88549,SHAWARMA AL-ARABY,19-09-13,2013,M1R1V5,M1R
88550,SUNHOT,19-09-13,2013,M6A3B4,M6A
88551,ARAMARK,19-09-13,2013,M4K3M2,M4K
88552,STARBUCKS COFFEE,20-09-13,2013,M5S2W6,M5S
88553,MARIKO JAPANESE RESTAURANT,20-09-13,2013,M5S1Y6,M5S
88554,WESTIN HARBOUR CASTLE,20-09-13,2013,M5J1A6,M5J
88555,AROMA ESPRESSO BAR,20-09-13,2013,M5S1Y3,M5S
88556,RESTAURANT BATIFOLE,23-09-13,2013,M4M1Y3,M4M
88557,JUST CATERING FOODS,24-09-13,2013,M1N2G2,M1N
88558,JUST CATERING FOODS,24-09-13,2013,M1H1X9,M1H
88559,JUST CATERING FOODS,24-09-13,2013,M1C2C6,M1C
88560,JUST CATERING FOODS,24-09-13,2013,M3A3A6,M3A
88561,JUST CATERING FOODS,24-09-13,2013,M2M3K1,M2M
88562,JUST CATERING FOODS,24-09-13,2013,M3C1X6,M3C
88563,JUST CATERING FOODS,24-09-13,2013,M3C1X6,M3C
88564,JUST CATERING FOODS,24-09-13,2013,M2P1X7,M2P
88565,JUST CATERING FOODS,24-09-13,2013,M2M1E3,M2M
88566,JUST CATERING FOODS,24-09-13,2013,M2R1P6,M2R
88567,JUST CATERING FOODS,24-09-13,2013,M2L2V2,M2L
88568,JUST CATERING FOODS,24-09-13,2013,M3B1W6,M3B
88569,JUST CATERING FOODS,24-09-13,2013,M2H1J9,M2H
88570,JUST CATERING FOODS,24-09-13,2013,M1W1B3,M1W
88571,JUST CATERING FOODS,24-09-13,2013,M2M1V6,M2M
88572,JUST CATERING FOODS,24-09-13,2013,M1B2L2,M1B
88573,JUST CATERING FOODS,24-09-13,2013,M1S1K7,M1S
88574,JUST CATERING FOODS,24-09-13,2013,M1W3G1,M1W
88575,JUST CATERING FOODS,24-09-13,2013,M1S2E2,M1S
88576,JUST CATERING FOODS,24-09-13,2013,M1V1S6,M1V
88577,JUST CATERING FOODS,24-09-13,2013,M2J3B6,M2J
88578,JUST CATERING FOODS,24-09-13,2013,M1G3H4,M1G
88579,JUST CATERING FOODS,24-09-13,2013,M1T2M5,M1T
88580,JUST CATERING FOODS,24-09-13,2013,M1R2H6,M1R
88581,JUST CATERING FOODS,24-09-13,2013,M2K1W4,M2K
88582,JUST CATERING FOODS,24-09-13,2013,M3A2V1,M3A
88583,JUST CATERING FOODS,24-09-13,2013,M3A2S3,M3A
88584,JUST CATERING FOODS,24-09-13,2013,M2H2G6,M2H
88585,GLOBAL KITCHENS,24-09-13,2013,M3C2A2,M3C
88586,PIZZA PIZZA,24-09-13,2013,M4M1Z9,M4M
88587,MADE IN JAPAN TERIYAKI,24-09-13,2013,M4P1E4,M4P
88588,SUSHI CAFE,25-09-13,2013,M5J2S7,M5J
88589,STARBUCKS COFFEE #20834,25-09-13,2013,M8W1P4,M8W
88590,SWATOW RESTAURANT,25-09-13,2013,M5T2E6,M5T
88591,OUR SPOT CAFE LTD,25-09-13,2013,M5T1L8,M5T
88592,SUBWAY,25-09-13,2013,M6N5A8,M6N
88593,SUBWAY,25-09-13,2013,M6M1B9,M6M
88594,SECOND CUP - YORK MILLS,26-09-13,2013,M2L1L3,M2L
88595,PEARL BAYVIEW CHINESE CUISINE,26-09-13,2013,M2K1E6,M2K
88596,ORANGE CARAMEL,26-09-13,2013,M2M3T2,M2M
88597,D KINNAS LANCHONETE,26-09-13,2013,M6N1H8,M6N
88598,CIBO WINE BAR,26-09-13,2013,M5V1L9,M5V
88599,TOUHENBOKU,26-09-13,2013,M5V1Z4,M5V
88600,LITTLE HUT,26-09-13,2013,M4W3E2,M4W
88601,50'S (FIFTIES) RESTAURANT LTD,26-09-13,2013,M9B1A9,M9B
88602,SHARWARMA HOUSE,26-09-13,2013,M5A4M8,M5A
88603,SUBWAY SANDWICHES,26-09-13,2013,M1B3A4,M1B
88604,YUMMY YUMMY DUMPLING,27-09-13,2013,M5T2A8,M5T
88605,SZECHUAN LEGEND BAN MU YUAN,27-09-13,2013,M1V4W8,M1V
88606,WILLOW SCHOOL CAFE,28-09-13,2013,M3B2R3,M3B
88607,SECOND CUP #9415,28-09-13,2013,M5E1B5,M5E
88608,HIGH STREET FISH & CHIPS,30-09-13,2013,M3A2J8,M3A
88609,BROOKLYN TAVERN,30-09-13,2013,M4M1K7,M4M
88610,SODEXO CANADA,01-10-13,2013,M1W3E8,M1W
88611,POPEYE'S CHICKEN & SEAFOOD,01-10-13,2013,M3M1A4,M3M
88612,KOSHI JAPAN LTD,01-10-13,2013,M3L1B2,M3L
88613,STAY,30-10-13,2013,M5T2G5,M5T
88614,SUBWAY,01-10-13,2013,M9C1B8,M9C
88615,SUBWAY,01-10-13,2013,M3N2V2,M3N
88616,AUNTIE BELL'S JAMAICAN CUISINE,01-10-13,2013,M9W3W6,M9W
88617,SIZZLER KABAB,02-10-13,2013,M5T2G6,M5T
88618,PIZZA PIZZA,02-10-13,2013,M9V4N4,M9V
88619,SIMONE'S CARIBBEAN RESTAURANT INC,02-10-13,2013,M4K1R1,M4K
88620,FONDA LOLA,02-10-13,2013,M6J1G8,M6J
88621,IT'S ALL GRK AUTHENTIC GYRO'S,03-10-13,2013,M6J1E9,M6J
88622,DIP'N DIP,03-10-13,2013,M6S1R6,M6S
88623,THE ONE THAT GOT AWAY,03-10-13,2013,M6S1P5,M6S
88624,SUBWAY SANDWICHES & SALADS,04-10-13,2013,M6S1P9,M6S
88625,PHO VIETNAMESE DELIGHT,04-10-13,2013,M2H3N3,M2H
88626,TESLA CAFE,12-06-15,2015,M6G2T9,M6G
88627,AROMA ESPRESSO BAR,07-10-13,2013,M5G2R1,M5G
88628,MAZZ BISTRO,07-10-13,2013,M4M1H7,M4M
88629,HARVEST KITCHEN DINER,07-10-13,2013,M5S1G8,M5S
88630,CROWN JEWEL RESTAURANT,07-10-13,2013,M1W3Y1,M1W
88631,TABLE 17 RESTAURANT,08-10-13,2013,M4M1H4,M4M
88632,LA CUBANA,08-10-13,2013,M6R2M9,M6R
88633,HUNAN STYLE RESTAURANT,08-10-13,2013,M1V5N1,M1V
88634,"MRS, FIELD'S",08-10-13,2013,M5J1E6,M5J
88635,STAR HAKKA CHINESE AND INDIAN CUISINE,08-10-13,2013,M1J2H6,M1J
88636,VENARELLO'S PASTICCERIA & CAFE,09-10-13,2013,M6B3S6,M6B
88637,KOTTA JAPANESE RESTAURANT,09-10-13,2013,M6K1G4,M6K
88638,SUBWAY,09-10-13,2013,M8V2L4,M8V
88639,NOVA ERA BAKERY & PASTRY X,09-10-13,2013,M6E1C7,M6E
88640,TIM HORTONS'S,09-10-13,2013,M1J2C8,M1J
88641,BEACH HILL PUB,09-10-13,2013,M4L2C2,M4L
88642,TIM CHOI CHINESE FOOD,10-10-13,2013,M1J3C5,M1J
88643,KING SLICE,10-10-13,2013,M6J1J3,M6J
88644,LONGO'S,11-10-13,2013,M4G3T7,M4G
88645,SUSHI ROCK,15-10-13,2013,M4P2C8,M4P
88646,ARCHEO TRATTORIA,11-10-13,2013,M5A3C4,M5A
88647,EGGSMART,11-10-13,2013,M1L2M3,M1L
88648,BOURBON ST. GRILL,01-11-13,2013,M5V3K2,M5V
88649,ART SQUARE CAFE,28-07-15,2015,M5T1G5,M5T
88650,ARAMARK,12-10-13,2013,M2H0A1,M2H
88651,HIGH LOW PUB,15-10-13,2013,M6P1A6,M6P
88652,ELIAS RESTAURANT,15-10-13,2013,M3M2H7,M3M
88653,MCDONALD'S,15-10-13,2013,M9N2V3,M9N
88654,PIZZA NOVA #64,16-10-13,2013,M1M1T1,M1M
88655,HELLO DARLING,17-10-13,2013,M6H3Z2,M6H
88656,CLOVES THE SPICE,17-10-13,2013,M6C2C4,M6C
88657,ALEXANDRO'S TAKE-OUT,17-10-13,2013,M5J2H1,M5J
88658,FRESH SLICE,18-10-13,2013,M6G1B5,M6G
88659,LIM GA NE 1,18-10-13,2013,M2N5S3,M2N
88660,DONALDA CLUB,18-10-13,2013,M3A2Z7,M3A
88661,TASTY GRILL,21-10-13,2013,M1E2M8,M1E
88662,BURGER HUT,21-10-13,2013,M2K1C3,M2K
88663,GINO'S PIZZA,21-10-13,2013,M9A1B7,M9A
88664,AROMA ESPRESSO BAR,21-10-13,2013,M4P1E4,M4P
88665,BURRITO BOYZ DISTRIBUTION INC,22-10-13,2013,M8Z2G6,M8Z
88666,MAAME DOKONO AFRICAN & CARIBBEAN RESTAURANT LTD,22-10-13,2013,M3M1A2,M3M
88667,HARLEM EAST,22-10-13,2013,M5C1N9,M5C
88668,MANDARIN RESTAURANT,23-10-13,2013,M8Z1S1,M8Z
88669,SUSHI ON GERRARD,23-10-13,2013,M4M1Z5,M4M
88670,TUNDRA RESTAURANT AND BAR,23-10-13,2013,M5H2L2,M5H
88671,SFIZIO PIZZERIA AND WINE BAR,23-10-13,2013,M4W1H7,M4W
88672,KAIRALI TASTE OF MALABAR,23-10-13,2013,M1P2L1,M1P
88673,GETTONI SPORTS BAR & CAFE,24-10-13,2013,M6M3Z8,M6M
88674,HERO CERTIFIED BURGER,24-10-13,2013,M6G1K3,M6G
88675,JOY FORTUNE CHINESE CUISINE,24-10-13,2013,M1W2S6,M1W
88676,LOCAL 1794,24-10-13,2013,M4C1H8,M4C
88677,RED HOT TANDOORI,01-11-13,2013,M4C1N2,M4C
88678,TORI & CATE'S CUPCAKES,25-10-13,2013,M4G3B7,M4G
88679,VIA MERCANTI ON ELM ST,28-10-13,2013,M5G0A8,M5G
88680,FERNANDO'S HIDEAWAY,28-10-13,2013,M4Y1Z4,M4Y
88681,THE DOCK ELLIS,28-10-13,2013,M6J1X7,M6J
88682,THE PASSENGER,28-10-13,2013,M6P1Y8,M6P
88683,BORSALINO DINING LOUNGE,28-10-13,2013,M1S1V3,M1S
88684,SUNNY UP ALL DAY BREAK FAST,28-10-13,2013,M1E4Z4,M1E
88685, LIBERTY VILLAGE ROTISSERIE AND GRILL,29-10-13,2013,M6K3E4,M6K
88686,JAMES BLACK BEAR PUB,29-10-13,2013,M1L1C3,M1L
88687,SUPER-JET INTERNATIONAL COFFEE SHOP,29-10-13,2013,M5R1V9,M5R
88688,BURGER KING #13729,29-10-13,2013,M1P2J3,M1P
88689,BURGER KING #12100,30-10-13,2013,M4C1M9,M4C
88690,BURGER KING #1024,30-10-13,2013,M1L2K1,M1L
88691,BURGER KING #999,30-10-13,2013,M1P4W5,M1P
88692,BURGER KING #13330,30-10-13,2013,M1H1B3,M1H
88693,HARBOUR FISH AND CHIPS,30-10-13,2013,M2J3C1,M2J
88694,FLATIRON & FIRKIN,30-10-13,2013,M5E1C9,M5E
88695,BARSA TABERNA,30-10-13,2013,M5E1A9,M5E
88696,SUBWAY,30-10-13,2013,M9L2K5,M9L
88697,CHURCH BISTRO,30-10-13,2013,M4Y2E2,M4Y
88698,PIZZA NOVA,30-10-13,2013,M2N0B3,M2N
88699,THE VUE,30-10-13,2013,M9W6R7,M9W
88700,UDUPI PALACE VEGETARIAN,30-10-13,2013,M4L2A3,M4L
88701,TOP SUSHI,30-10-13,2013,M5T1P7,M5T
88702,,31-10-13,2013,M5B2H4,M5B
88703,BROTHERS BAR RESTAURANT,31-10-13,2013,M6E1A1,M6E
88704,SUBWAY,31-10-13,2013,M5G1L7,M5G
88705,FRESH CUP,31-10-13,2013,M2J3C1,M2J
88706,THE CORNER BANK SPORTS BAR,01-11-13,2013,M4L4C5,M4L
88707,FLYING PONY,01-11-13,2013,M4L2A1,M4L
88708,THE CLASSIC WINGS AND BURGERS,01-11-13,2013,M6G1M2,M6G
88709,SUGARY SWIRLS CORP,01-11-13,2013,M5R3G8,M5R
88710,OM RESTAURANT,01-11-13,2013,M6R1A1,M6R
88711,SUBWAY,01-11-13,2013,M2N7K4,M2N
88712,SALAD KING,01-11-13,2013,M5B1R8,M5B
88713,J&D HAMBURGERS & FISH & CHIPS,04-11-13,2013,M1L1C2,M1L
88714,THE BEECH TREE PUB,04-11-13,2013,M4E1S5,M4E
88715,GREEB EARTH VEGETARIAN CUISINE,05-11-13,2013,M4K2M7,M4K
88716,YUMMY GARDEN,05-11-13,2013,M4A2M2,M4A
88717,LA GROTTA PIZZERIA,05-11-13,2013,M4K3V6,M4K
88718,KOVALSKY RESTAURANT,05-11-13,2013,M8Y1K8,M8Y
88719,KING RUSTIC,05-11-13,2013,M5V1P5,M5V
88720,ST. LOUIS BAR AND GRILL,06-11-13,2013,M2J5A7,M2J
88721,THE BRICKYARD GROUNDS FINE COFFEE AND LIGHT FARE,06-11-13,2013,M4L1Y5,M4L
88722,NIGIRI-YA,06-11-13,2013,M4G1X2,M4G
88723,850 DEGREES,06-11-13,2013,M8W1N2,M8W
88724,ROTI KING RESTAURANT AND DINING LOUNGE,06-11-13,2013,M6E2H5,M6E
88725,CRAZE LOUNGE INC,06-11-13,2013,M1L1E1,M1L
88726,WOODS RESTAURANT,07-11-13,2013,M5E1E3,M5E
88727,0109 DESSERT & CHOCOLATE,07-11-13,2013,M1V0B3,M1V
88728,SPEAKEASY 21,07-11-13,2013,M5H1M1,M5H
88729,FOREST HILL PIZZA,07-11-13,2013,M6C2B6,M6C
88730,HUH GA NE,07-11-13,2013,M2N7K4,M2N
88731,SUBWAY SANDWICHES,07-11-13,2013,M5B1C9,M5B
88732,SUBWAY,07-11-13,2013,M5B2R7,M5B
88733,6TH STREET PUB AND GRILL,07-11-13,2013,M9A1B6,M9A
88734,NAPOLI CENTRALE,07-11-13,2013,M5R3G5,M5R
88735,GARDEN OF EDEN SPORT BAR & RESTAURANT,07-11-13,2013,M9L2W1,M9L
88736,MR GREEK EXPRESS,08-11-13,2013,M1B5N6,M1B
88737,ELTE CARPETS,08-11-13,2013,M6E5A2,M6E
88738,SUBWAY,08-11-13,2013,M9C3Z8,M9C
88739,LA PREP,08-11-13,2013,M2N6K1,M2N
88740,MONTANA'S COOKHOUSE,08-11-13,2013,M9W6C7,M9W
88741,BUDDY HONG KONG CAFE,08-11-13,2013,M1W3G5,M1W
88742,HEARTHSTONE COMMUNITIES SERVICES BY THE BAY,12-11-13,2013,M8V3Z4,M8V
88743,ALL STAR WINGS & RIBS,12-11-13,2013,M1H3K3,M1H
88744,SAM'S SHAWARMA,12-11-13,2013,M9W4J1,M9W
88745,CREPES CLUB,12-11-13,2013,M5T1L1,M5T
88746,UME FASHION SUSHI,13-11-13,2013,M1N1S9,M1N
88747,TSUI WAH RESTAURANT,13-11-13,2013,M1V2K1,M1V
88748,GINO'S PIZZA,13-11-13,2013,M4P2E7,M4P
88749,NIRVANA CAFE,13-11-13,2013,M5T1T3,M5T
88750,CHACHO'S,13-11-13,2013,M4S1A1,M4S
88751,MCDONALD'S,14-11-13,2013,M6G1M4,M6G
88752,CAPTAIN JOHN DONLANDS FISH & CHIPS,14-11-13,2013,M4J3S2,M4J
88753,COPACABANA,14-11-13,2013,M5H1W7,M5H
88754,SUBWAY SANDWICHES,14-11-13,2013,M2K1C3,M2K
88755,THE PINT HOUSE,14-11-13,2013,M4Y2A6,M4Y
88756,NODO RESTAURANT,14-11-13,2013,M6P1Y9,M6P
88757,SHOPSY'S SPORTS GRILL,14-11-13,2013,M3J1P3,M3J
88758,SECOND CUP,14-11-13,2013,M6R1B5,M6R
88759,BARRIO FIESTA,15-11-13,2013,M3J3N2,M3J
88760,TABULA RASA,15-11-13,2013,M5S2K7,M5S
88761,BOOSTER JUICE,15-11-13,2013,M5C3G7,M5C
88762,THE RONCY PUBLIC,18-11-13,2013,M6R2M9,M6R
88763,SCHNITZEL QUEEN,19-11-13,2013,M5A1S5,M5A
88764,MARY BROWN'S CHICKEN,19-11-13,2013,M6A2T2,M6A
88765,TERIYAKI EXPERIENCE,19-11-13,2013,M3B1Y2,M3B
88766,KFC,19-11-13,2013,M8Y1J2,M8Y
88767,LAVAZZA ESPRESSION CANADA,19-11-13,2013,M5C1E9,M5C
88768,LAVAZZA ESPRESSION,19-11-13,2013,M5J2G8,M5J
88769,SULTAN,20-11-13,2013,M4H1C4,M4H
88770,UO SHIKI SUSHI JAPANESE RESTAURANT,20-11-13,2013,M1V0C4,M1V
88771,THE HOLE IN THE WALL,20-11-13,2013,M6P1Y9,M6P
88772,PIZZERIA LIBRETTO,20-11-13,2013,M4K1P8,M4K
88773,MCDONALD'S,20-11-13,2013,M9W3W7,M9W
88774,TASTE OF MEDITERRANEAN,20-11-13,2013,M1E5E9,M1E
88775,ACE'S PLACE BAR GRILL HUB,20-11-13,2013,M1E1P1,M1E
88776,URBAN THAI COLLEGE,20-11-13,2013,M6G1B4,M6G
88777,OUTPOST COFFEE ROASTERS,21-11-13,2013,M6P1A4,M6P
88778,SUSHI-Q,21-11-13,2013,M5C2W5,M5C
88779,MR. COMBO,21-11-13,2013,M3H2R9,M3H
88780,THE FRY,21-11-13,2013,M2N5N2,M2N
88781,YOCO FROZEN YOGURT,21-11-13,2013,M5R1A6,M5R
88782,R3 RESTAURANT AND SPORTS BAR,21-11-13,2013,M1J3C2,M1J
88783,YOGURTY'S,22-11-13,2013,M4N2L8,M4N
88784,GOLDEN MINT COFFEE & TEA,22-11-13,2013,M5B1T3,M5B
88785,KINTON RAMEN,22-11-13,2013,M5T1L1,M5T
88786,KINKA IZAKAYA BLOOR,22-11-13,2013,M5S1Y6,M5S
88787,KINKA IZAKAYA CHURCH,22-11-13,2013,M5B2A2,M5B
88788,JABISTRO,22-11-13,2013,M5V1V6,M5V
88789,PAI RESTAURANT,22-11-13,2013,M5H3G8,M5H
88790,CHURRASQUEIRA NOVA LISBOA AND YAUCA'S LOUNGE,22-11-13,2013,M6H2X1,M6H
88791,KA WOR YUEN BBQ,22-11-13,2013,M1V3Z9,M1V
88792,THE SPICE VILLAGE,25-11-13,2013,M4Y2S9,M4Y
88793,PAPA CEO FINE ITALIAN FOODS,25-11-13,2013,M5S2H7,M5S
88794,HIGH PARK DELI EXPRESS,25-11-13,2013,M6P3K9,M6P
88795,TIN TIN CONGEE CHINESE RESTAURANT,25-11-13,2013,M3J3T8,M3J
88796,LAZIZ BIRYANI,25-11-13,2013,M4X1H1,M4X
88797,BABY-O-DONUTS,26-11-13,2013,M9W6K5,M9W
88798,DAIRY QUEEN,26-11-13,2013,M9V4E4,M9V
88799,KING'S BELLY,26-11-13,2013,M4J3S2,M4J
88800,DUNN'S FAMOUS,26-11-13,2013,M5V1J2,M5V
88801,SANSOTEI RAMEN,26-11-13,2013,M4Y2A6,M4Y
88802,LES LOUISES FINE FOOD CATERING,27-11-13,2013,M5V3K4,M5V
88803,RYDERZ  FAMILY RESTAURANT,27-11-13,2013,M1E2M8,M1E
88804,TOMOYA,28-11-13,2013,M6G1L4,M6G
88805,WAKAME SUSHI JAPANESE RESTAURANT,28-11-13,2013,M3H2S1,M3H
88806,WEIGHT WATCHERS CANADA LTD,28-11-13,2013,M5B1S6,M5B
88807,EMPIRE ESPRESSO,29-11-13,2013,M6G1B8,M6G
88808,UNION SOCIAL EATERY ST CLAIR,29-11-13,2013,M4V1K6,M4V
88809,PIZZA PIZZA,29-11-13,2013,M1R2Y9,M1R
88810,SMALL TOWN FOOD COMPANY,02-12-13,2013,M6K1L5,M6K
88811,CHIPOTLE MEXICAN GRILL,02-12-13,2013,M3C0H8,M3C
88812,CHIPOTLE MEXICAN GRILL CANADA,02-12-13,2013,M5J2M2,M5J
88813,SERENDIPITY BISTRO,02-12-13,2013,M6S3Z3,M6S
88814,SUSHI BAR MORI,02-12-13,2013,M4N2M6,M4N
88815,ALMANKAL,03-12-13,2013,M4C1J8,M4C
88816,SOUTH ST. BURGER CO,03-12-13,2013,M3C3R6,M3C
88817,THE WEST WING BAR + GRILL,03-12-13,2013,M6A1B4,M6A
88818,CREPE DE LICIOUS,04-12-13,2013,M9C1B8,M9C
88819,THE RED LIGHT,04-12-13,2013,M6J1X3,M6J
88820,TIM HORTONS #5255,04-12-13,2013,M6R2L3,M6R
88821,SOUTH STREET BURGER,04-12-13,2013,M5H2V6,M5H
88822,NEW YORK FRIES,04-12-13,2013,M5S1V8,M5S
88823,REFORMA 35,05-12-13,2013,M5T1L1,M5T
88824,SHANGRILA TIBETAN & ASIAN CUISINE,05-12-13,2013,M6R1A8,M6R
88825,OISHII RAMEN,05-12-13,2013,M1V4W9,M1V
88826,AMIGOS DA DUNDAS SPORTS BAR,05-12-13,2013,M6K1T8,M6K
88827,9BARS,05-12-13,2013,M4T1M9,M4T
88828,DISTRICT OVEN,05-12-13,2013,M6H1A2,M6H
88829,MR.SUSHI,05-12-13,2013,M5C2B8,M5C
88830,HARBIN BBQ,24-12-13,2013,M1V0C9,M1V
88831,THE CARBON BAR,06-12-13,2013,M5C1S1,M5C
88832,KUMO ASIAN CUISINE,06-12-13,2013,M5B2E5,M5B
88833,RAMEN RAIJIN,06-12-13,2013,M5B1S1,M5B
88834,FULL HOUSE CHINESE CUISINE,06-12-13,2013,M1S4T6,M1S
88835,MANPUKU,19-12-13,2013,M5T2X4,M5T
88836,HERO CERTIFIED BURGERS,28-07-15,2015,M4Y2A6,M4Y
88837,BEST CHOICE RESTAURANT,09-12-13,2013,M1V4P1,M1V
88838,FRESHII,09-12-13,2013,M5B2H4,M5B
88839,FRESHII,09-12-13,2013,M5P3M2,M5P
88840,LOS COLIBRIS / EL CABALLITO,09-12-13,2013,M5H1K4,M5H
88841,HAKKA NO 1 RESTAURANT,09-12-13,2013,M9M2E1,M9M
88842,JIM CHAI KEE NOODLE,10-12-13,2013,M1V4V3,M1V
88843,BRANCA,10-12-13,2013,M6K1V4,M6K
88844,KIYOMIZU,10-12-13,2013,M2N3G1,M2N
88845,GRILLED FISH CHALET,11-12-13,2013,M1V5N3,M1V
88846,RESTAURANT 59,11-12-13,2013,M1S4T6,M1S
88847,KRISPY KREME MCCAUL,11-12-13,2013,M5T1W4,M5T
88848,GO FOR TEA,11-12-13,2013,M1V4V3,M1V
88849,CORA,11-12-13,2013,M8Z1T8,M8Z
88850,SUBWAY SANDWICHES & SALADS,12-12-13,2013,M6N0A8,M6N
88851,HIMALAYAN JAVA HOUSE,12-12-13,2013,M4P2J2,M4P
88852,SUBWAY,12-12-13,2013,M8Z1T5,M8Z
88853,TESSIE MCDAID'S IRISH PUB,12-12-13,2013,M9A1B9,M9A
88854,SOOS,12-12-13,2013,M6J2Z4,M6J
88855,BONITA RESTAURANT,13-12-13,2013,M9N1X8,M9N
88856,LIVING WELL,13-12-13,2013,M3N2V2,M3N
88857,HERO CERTIFIED BURGERS,13-12-13,2013,M5E1B8,M5E
88858,ENRICO'S PIZZA,16-12-13,2013,M1N1S9,M1N
88859,PUKKA RESTAURANT,16-12-13,2013,M6C1B6,M6C
88860,RED LOUNGE,16-12-13,2013,M5T2G8,M5T
88861,GRASSHOPPER,16-12-13,2013,M5T1S3,M5T
88862,,16-12-13,2013,M5E1S2,M5E
88863,PIZZA PIZZA,16-12-13,2013,M6J1J3,M6J
88864,THE GRIND,17-12-13,2013,M4W3G7,M4W
88865,BRICCO KITCHEN AND WINE BAR,17-12-13,2013,M6P1Z5,M6P
88866,JACKSON'S BURGER,17-12-13,2013,M5B1S6,M5B
88867,SLICE OF NEW YORK,17-12-13,2013,M5G1C9,M5G
88868,DOUG MCNISH VEGAN,18-12-13,2013,M6B3J6,M6B
88869,SHIRLEY'S PLACE,18-12-13,2013,M4M3L1,M4M
88870,TOM JONES STEAK HOUSE,25-05-15,2015,M5E1L8,M5E
88871,PINA FOOD,18-12-13,2013,M6H1J6,M6H
88872,PIZZA PIZZA #84,18-12-13,2013,M4W2H1,M4W
88873,PHO 88 RESTAURANT,18-12-13,2013,M3C1V6,M3C
88874,FRESHII,18-12-13,2013,M4T2S9,M4T
88875,RAMEN ISSHIN,18-12-13,2013,M5T1T1,M5T
88876,TIM HORTONS,18-12-13,2013,M3L1B2,M3L
88877,SUSHIMOTO,19-12-13,2013,M2N5N4,M2N
88878,HOME BAKING CO,20-12-13,2013,M6H1N5,M6H
88879,HOT GRUBZ,20-12-13,2013,M6E2K4,M6E
88880,WOW KOREAN RESTAURANT,20-12-13,2013,M5T3K5,M5T
